person_id,travel_date_dow,trip_duration,d_purpose,d_purpose_category,mode_type
1900447401,6,10.0,63,8,6
1900447401,6,35.4,33,6,9
1900447401,6,33.6,50,7,9
1900447401,6,155.7,33,6,9
1900447401,6,12.6,60,10,9
1900447401,6,7.5,60,10,6
1900447401,6,8.2,50,7,6
1900447401,6,7.3,63,8,9
1900447401,6,7.8,33,6,9
1900447401,6,63.2,50,7,9
1900447401,6,16.7,44,5,9
1900447401,6,2.2,60,10,9
1900447401,6,14.4,60,10,6
1900447401,7,27.0,1,1,6
1900447401,7,52.3,50,7,9
1900447401,7,11.0,33,6,9
1900447401,7,12.7,33,6,9
1900447401,7,9.7,60,10,6
1900447401,7,2.3,60,10,9
1900447401,7,5.4,60,10,6
1900447401,7,10.0,50,7,9
1900447401,7,12.7,51,8,8
1900447401,7,15.3,63,8,9
1900447401,7,19.3,63,8,9
1900447401,7,19.6,33,6,2
1900447401,7,34.8,1,1,9
1900447401,1,39.3,10,2,9
1900447401,1,19.1,50,7,6
1900447401,1,3.5,33,6,9
1900447401,1,14.4,60,10,6
1900447401,1,5.9,10,2,9
1900447401,1,17.0,1,1,6
1900447401,1,17.9,51,8,10
1900447401,1,4.0,50,7,9
1900447401,1,4.9,33,6,9
1900447401,1,16.2,33,6,10
1900447401,1,3.9,1,1,9
1900526701,6,188.0,63,8,2
1900526701,6,143.1,63,8,9
1900526701,6,22.6,50,7,9
1900526701,6,39.2,1,1,2
1900526701,7,106.3,63,8,7
1900526701,7,17.4,60,10,7
1900526701,7,21.1,13,3,6
1900526701,7,11.3,60,10,6
1900526701,7,6.5,33,6,9
1900526701,7,52.0,60,10,9
1900526701,7,23.9,60,10,4
1900526701,7,2.0,1,1,9
1900526701,1,175.8,10,2,1
1900526701,1,20.3,33,6,9
1900526701,1,281.3,33,6,9
1900526701,2,119.3,10,2,9
1900526701,2,13.5,44,5,9
1900526701,2,79.0,50,7,9
1900526701,2,462.5,1,1,9
1900526701,3,17.5,10,2,1
1900526701,3,45.1,33,6,9
1900526701,3,16.9,1,1,9
1900526701,4,18.4,10,2,1
1900526701,4,12.2,50,7,2
1900526701,5,23.6,10,2,1
1900526701,5,21.0,63,8,2
1900526701,5,179.8,60,10,2
1900610701,7,6.6,33,6,9
1900610701,7,20.4,33,6,6
1900610701,7,3.4,60,10,6
1900610701,7,11.5,60,10,9
1900610701,7,23.1,1,1,6
1900610701,7,12.9,63,8,9
1900610701,7,9.0,63,8,9
1900610701,7,21.6,63,8,9
1900610701,7,10.1,1,1,9
1900610701,1,31.9,41,5,9
1900610701,1,3.5,60,10,6
1900610701,2,21.2,41,5,9
1900610701,2,4.7,50,7,9
1900610701,2,16.9,60,10,6
1902904701,3,5.1,10,2,9
1900610701,2,5.0,60,10,6
1900610701,2,3.6,10,2,9
1900610701,3,20.6,41,5,9
1900610701,3,9.3,50,7,9
1900610701,3,27.4,60,10,6
1900610701,3,7.9,60,10,6
1900610701,3,4.5,10,2,9
1900610701,4,25.0,41,5,9
1900610701,4,8.7,50,7,9
1900610701,4,37.8,60,10,6
1900610701,4,3.2,10,2,9
1900610701,4,0.0,50,7,9
1900610701,4,13.3,10,2,9
1900610701,5,15.2,41,5,9
1900610701,5,3.9,50,7,9
1900610701,5,7.0,33,6,9
1900610701,5,10.2,1,1,9
1900610701,5,19.8,41,5,9
1900610701,5,32.4,33,6,9
1900610701,5,10.3,50,7,9
1900610701,5,13.6,1,1,9
1900610701,6,32.9,33,6,6
1900610701,6,5.7,33,6,6
1900610701,6,141.5,33,6,9
1900610701,6,70.3,60,10,6
1900610701,6,12.1,1,1,6
1900728301,3,6.4,50,7,7
1900728301,3,10.0,50,7,7
1900728301,3,7.0,33,6,7
1900728301,3,6.2,1,1,7
1900728301,3,13.7,11,3,7
1900728301,3,3.4,1,1,7
1900728301,4,5.8,33,6,7
1900728301,4,5.8,33,6,7
1900728301,4,3.5,11,3,7
1900728301,4,3.2,1,1,7
1900728301,4,0.1,50,7,7
1900728301,4,7.0,50,7,7
1900728301,4,3.0,10,2,7
1900728301,4,8.6,1,1,7
1900728301,5,8.8,33,6,7
1900728301,5,8.4,33,6,7
1900728301,5,4.3,11,3,7
1900728301,5,3.7,1,1,7
1900728301,5,3.6,33,6,7
1900728301,5,7.4,1,1,7
1900728301,5,5.9,10,2,7
1900728301,5,9.2,1,1,7
1900728301,5,3.0,1,1,7
1900728301,6,11.2,33,6,7
1900728301,6,11.3,33,6,7
1900728301,6,5.2,33,6,7
1900728301,6,9.8,1,1,7
1900728301,6,6.1,11,3,7
1900728301,6,3.4,1,1,7
1900728301,7,10.7,33,6,7
1900728301,7,13.0,1,1,7
1900728301,7,6.0,11,3,7
1900728301,7,5.2,50,7,7
1900728301,7,0.0,10,2,7
1900728301,7,3.1,1,1,7
1900728301,2,7.8,33,6,7
1900728301,2,7.7,1,1,7
1900728301,2,3.6,33,6,7
1900728301,2,4.4,11,3,7
1900728301,2,3.3,1,1,7
1900728301,2,24.8,33,6,7
1900728301,2,14.5,1,1,7
1900728301,2,3.4,10,2,7
1900728301,2,3.6,1,1,7
1900751101,1,11.0,33,6,9
1900751101,1,21.1,33,6,9
1900751101,1,10.0,1,1,9
1900751101,3,55.7,21,4,6
1900751101,3,3.7,60,10,6
1900751101,3,10.3,21,4,9
1900751101,3,11.1,60,10,6
1900751101,3,30.8,60,10,6
1900751101,3,3.3,60,10,9
1900751101,3,3.1,1,1,6
1900751101,3,11.1,60,10,4
1900751101,3,10.7,1,1,9
1900751101,4,5.3,60,10,9
1900751101,4,27.2,44,5,4
1900751101,4,6.8,44,5,4
1900751101,4,13.9,60,10,4
1900751101,4,11.2,44,5,9
1900751101,5,54.8,21,4,6
1900751101,5,3.0,60,10,6
1900751101,5,14.2,21,4,9
1900751101,5,7.7,1,1,6
1900751101,5,178.0,1,1,6
1900751101,6,134.6,33,6,7
1900751101,6,84.0,33,6,7
1900751101,6,30.2,50,7,7
1900751101,6,4.3,1,1,7
1900751101,7,4.6,33,6,9
1900751101,7,24.0,33,6,9
1900765001,7,7.2,44,5,7
1900765001,7,6.8,44,5,7
1900765001,7,4.9,44,5,7
1900765001,7,9.8,44,5,7
1900765001,7,37.2,44,5,7
1900765001,7,2.4,44,5,7
1900765001,7,16.1,44,5,7
1900765001,7,3.3,63,8,9
1900765001,7,3.2,63,8,9
1900765001,7,5.3,63,8,9
1900765001,7,11.4,63,8,9
1900765001,7,34.2,44,5,7
1900765001,7,15.5,44,5,7
1900765001,7,5.3,1,1,7
1900765001,1,0.4,41,5,7
1900765001,1,3.4,41,5,7
1900765001,1,7.8,41,5,7
1900765001,1,9.9,41,5,7
1900765001,1,3.2,1,1,7
1900765001,1,74.8,63,8,7
1900765001,1,54.2,63,8,7
1900765001,1,68.5,1,1,7
1900765001,2,15.6,33,6,7
1900765001,2,12.4,1,1,7
1900765001,3,3.5,41,5,7
1900765001,3,9.8,41,5,7
1900765001,3,2.5,41,5,7
1900765001,3,10.9,41,5,7
1900765001,3,12.2,33,6,7
1900765001,3,14.3,33,6,7
1900765001,3,12.9,33,6,7
1900765001,3,18.1,33,6,7
1900765001,3,5.3,41,5,7
1900765001,3,3.9,1,1,7
1900765001,4,3.0,33,6,7
1900765001,4,5.2,33,6,7
1900765001,4,4.0,33,6,7
1900765001,4,5.0,33,6,7
1900765001,4,11.0,50,7,7
1900765001,4,14.6,33,6,7
1900765001,4,20.9,33,6,7
1900765001,4,46.1,44,5,7
1900765001,4,21.4,1,1,7
1900765001,5,2.8,41,5,7
1900765001,5,13.1,41,5,7
1900765001,5,4.4,41,5,7
1900765001,5,8.2,41,5,7
1900765001,5,29.9,33,6,7
1900765001,5,21.3,1,1,7
1900765001,5,5.2,33,6,7
1900765001,5,13.8,33,6,7
1900765001,5,4.3,41,5,7
1900765001,5,6.2,41,5,7
1900765001,5,6.8,33,6,7
1900765001,5,15.5,1,1,7
1900767401,1,15.0,10,2,9
1900767401,1,25.0,50,7,6
1900767401,1,45.0,1,1,4
1900773701,3,7.0,60,10,6
1900773701,3,7.8,10,2,6
1900773701,3,2.5,60,10,4
1900773701,4,34.3,60,10,6
1900773701,4,3.4,10,2,9
1900773701,4,132.2,1,1,6
1900773701,5,0.6,1,1,6
1900773701,5,6.8,60,10,9
1900773701,5,5.1,1,1,9
1900773701,6,3.0,10,2,9
1900773701,6,4.9,60,10,6
1900773701,6,12.8,10,2,6
1900773701,7,7.1,1,1,4
1900773701,7,5.1,1,1,9
1900773701,7,4.7,60,10,9
1900773701,7,11.9,60,10,6
1900773701,1,0.1,1,1,4
1900773701,1,114.0,1,1,6
1900773701,2,4.5,60,10,9
1900785401,1,5.5,51,8,9
1900785401,1,4.3,51,8,9
1901312801,7,143.4,50,7,7
1900785401,1,42.6,51,8,9
1900785401,1,0.7,51,8,9
1900785401,2,23.2,51,8,9
1900785401,2,28.5,1,1,9
1900785401,2,18.6,51,8,9
1900785401,2,26.8,51,8,9
1900785401,3,51.2,10,2,1
1900785401,3,47.2,1,1,7
1900785401,4,25.6,1,1,9
1900785401,4,4.8,51,8,9
1900785401,4,9.8,51,8,9
1900785401,4,18.7,51,8,9
1900785401,4,23.7,51,8,9
1900785401,5,24.4,1,1,9
1900785401,5,26.1,51,8,9
1900785401,5,23.4,51,8,9
1900785401,6,24.3,60,10,6
1900785401,6,5.0,60,10,6
1900785401,6,22.9,60,10,6
1900785401,6,3.5,60,10,6
1900785401,6,14.1,50,7,9
1900785401,6,25.6,51,8,9
1900785401,6,13.9,51,8,9
1900785401,6,18.4,51,8,9
1900785401,6,13.7,51,8,9
1900785401,6,38.8,33,6,9
1900785401,6,14.6,60,10,9
1900785401,6,34.0,60,10,6
1900785401,6,23.2,1,1,6
1900785401,6,29.8,1,1,9
1900785401,7,16.2,50,7,9
1900785401,7,27.1,51,8,9
1900785401,7,12.2,1,1,9
1900785401,7,12.0,51,8,9
1900785401,7,20.6,51,8,9
1900788001,7,60.0,33,6,4
1900788001,7,60.0,1,1,4
1900816701,4,20.5,33,6,1
1900816701,4,0.0,33,6,9
1900816701,4,0.0,50,7,9
1900816701,4,0.0,33,6,4
1900816701,4,0.0,33,6,4
1900816701,6,35.2,33,6,1
1900816701,6,0.0,60,10,1
1900816701,6,63.0,1,1,2
1900845801,4,6.4,10,2,9
1900845801,4,3.4,10,2,9
1900845801,4,3.4,51,8,9
1900845801,4,1.8,1,1,9
1900845801,4,1.1,51,8,9
1900845801,4,12.6,1,1,9
1900845801,5,25.6,10,2,9
1900845801,5,8.8,63,8,9
1900845801,5,17.6,63,8,9
1900845801,5,20.8,63,8,2
1900845801,5,12.1,63,8,2
1900880801,6,12.9,44,5,9
1900880801,6,8.0,33,6,9
1900880801,6,10.8,1,1,9
1900880801,1,3.0,50,7,9
1900880801,1,1.0,1,1,9
1900880801,1,14.6,33,6,9
1900880801,1,12.4,1,1,9
1900883501,4,55.0,33,6,1
1900883501,4,30.0,1,1,1
1900889601,5,6.3,33,6,4
1900889601,5,9.3,60,10,4
1900889601,5,4.7,33,6,9
1900889601,5,10.3,44,5,4
1900889601,5,2.8,33,6,4
1900889601,5,8.8,33,6,9
1900889601,5,18.9,44,5,7
1900889601,5,22.1,44,5,10
1901792101,4,3.0,22,4,9
1900889601,5,13.0,44,5,10
1900889601,5,0.6,1,1,7
1900889601,6,5.6,1,1,9
1900889601,6,13.3,60,10,9
1900889601,6,12.9,60,10,6
1900889601,6,18.8,63,8,6
1900889601,6,4.5,33,6,4
1900889601,7,15.7,1,1,1
1900889601,7,3.0,33,6,4
1900889601,7,1.2,50,7,9
1900889601,7,14.4,1,1,7
1900889601,1,1.6,1,1,10
1900889601,1,3.0,33,6,4
1900889601,1,0.6,50,7,9
1900889601,1,10.1,1,1,7
1900889601,2,3.1,1,1,1
1900889601,2,12.7,33,6,9
1900889601,2,5.2,60,10,9
1900889601,2,12.2,1,1,7
1900889601,3,7.5,50,7,9
1900889601,3,2.3,50,7,9
1900889601,3,3.0,50,7,9
1900889601,3,3.3,50,7,9
1900889601,4,2.5,50,7,9
1900889601,4,3.0,50,7,9
1900889601,4,6.3,50,7,9
1900889601,4,2.1,60,10,4
1900889601,4,12.2,1,1,9
1900904001,3,13.2,60,10,6
1900904001,3,26.4,63,8,6
1900904001,3,7.1,44,5,6
1900904001,3,6.5,33,6,9
1900904001,3,11.7,44,5,9
1900904001,3,21.4,33,6,2
1900904001,3,5.8,60,10,4
1900904001,4,11.6,60,10,4
1900904001,4,8.7,60,10,6
1900904001,4,9.7,1,1,9
1900904001,4,3.5,60,10,6
1902904701,3,13.7,60,10,9
1900904001,4,27.4,33,6,6
1900904001,4,7.8,60,10,9
1900904001,4,10.7,1,1,6
1900904001,4,30.0,60,10,6
1900904001,4,25.0,63,8,6
1900904001,4,32.6,1,1,7
1900904001,5,157.5,60,10,6
1900904001,5,10.4,63,8,6
1900904001,5,2.1,50,7,9
1900904001,5,13.5,1,1,6
1900904001,5,6.0,63,8,9
1900904001,5,11.0,100,5,9
1900904001,5,15.1,1,1,9
1900904001,6,4.8,63,8,9
1900904001,6,6.1,1,1,9
1900904001,7,3.2,60,10,9
1900904001,7,0.5,63,8,6
1900904001,7,24.1,50,7,9
1900904001,7,6.8,60,10,9
1900904001,7,7.1,60,10,6
1900904001,7,46.3,1,1,6
1900904001,7,11.3,1,1,9
1900904001,1,4.0,60,10,9
1900904001,1,6.2,60,10,6
1900904001,1,19.0,60,10,6
1900904001,1,15.3,33,6,4
1900904001,1,17.3,60,10,4
1900904001,1,4.1,60,10,4
1900904001,1,8.0,63,8,9
1900904001,1,3.0,60,10,9
1900904001,1,7.7,60,10,4
1900904001,1,11.5,60,10,6
1900904001,1,24.9,1,1,6
1900904001,2,7.9,60,10,6
1900904001,2,12.3,14,3,6
1900904001,2,20.0,14,3,6
1900904001,2,30.0,63,8,1
1900904001,2,35.0,100,5,1
1900904001,2,70.0,1,1,6
1900948201,1,3.1,33,6,6
1900948201,1,16.6,33,6,6
1900948201,1,43.1,1,1,2
1900948201,1,5.6,33,6,2
1900948201,1,7.0,33,6,9
1900948201,1,14.7,33,6,9
1900948201,1,2.8,1,1,2
1900948201,2,16.5,60,10,6
1900948201,2,17.6,60,10,10
1900948201,2,12.5,60,10,10
1900948201,2,14.0,60,10,2
1900948201,4,34.0,60,10,2
1900948201,4,64.2,60,10,10
1900948201,4,28.6,60,10,10
1900948201,4,14.0,1,1,2
1900948201,5,41.1,33,6,6
1900948201,5,4.0,33,6,9
1900948201,5,11.2,33,6,6
1900948201,5,14.9,60,10,6
1900948201,5,7.5,1,1,9
1900948201,5,5.7,33,6,6
1900948201,5,17.1,33,6,9
1900948201,6,126.9,51,8,9
1900948201,6,17.9,51,8,9
1900948201,6,25.6,1,1,2
1900948201,6,2.4,1,1,9
1900948201,7,9.0,33,6,9
1900948201,7,5.7,33,6,9
1900948201,7,6.0,33,6,9
1900948201,7,17.4,1,1,9
1900960901,5,50.0,63,8,6
1900960901,5,50.0,63,8,6
1900960901,6,6.0,33,6,7
1900960901,1,20.7,33,6,7
1900960901,1,5.3,33,6,7
1900960901,1,13.8,1,1,7
1900960901,4,12.0,1,1,7
1900987001,7,60.8,50,7,9
1900987001,7,4.7,63,8,9
1900987001,7,7.5,1,1,9
1900987001,7,21.0,10,2,7
1900987001,7,5.5,51,8,9
1900987001,7,8.9,51,8,9
1900987001,7,20.9,1,1,2
1900987001,1,4.0,10,2,9
1900987001,1,16.3,10,2,6
1900987001,1,24.8,10,2,2
1900987001,1,3.4,1,1,9
1900987001,1,20.7,50,7,6
1900987001,2,5.2,50,7,9
1900987001,2,0.6,50,7,9
1900987001,2,3.0,1,1,9
1900987001,2,0.2,1,1,9
1900987001,2,15.9,42,5,7
1900987001,2,29.2,42,5,7
1900987001,2,14.6,50,7,7
1900987001,2,9.9,50,7,9
1900987001,2,26.4,50,7,7
1900987001,2,7.4,50,7,9
1900987001,2,152.8,11,3,7
1900987001,3,24.1,11,3,7
1900987001,3,32.8,50,7,7
1900987001,3,6.2,50,7,9
1900987001,3,8.7,50,7,9
1900987001,3,18.8,50,7,9
1900987001,3,12.5,50,7,9
1900987001,3,43.9,10,2,9
1900987001,3,12.2,10,2,6
1900987001,3,1.0,1,1,9
1900987001,3,9.9,60,10,6
1900987001,3,6.3,1,1,9
1900987001,4,31.1,50,7,7
1900987001,4,11.9,50,7,9
1900987001,4,8.8,50,7,7
1900987001,5,3.3,50,7,9
1900987001,5,9.7,50,7,9
1900987001,5,1.1,10,2,9
1900987001,5,11.0,60,10,6
1900987001,5,2.4,10,2,9
1900987001,5,8.7,10,2,9
1900987001,5,13.5,1,1,8
1900987001,5,15.7,1,1,6
1900987001,5,9.4,50,7,7
1900987001,5,29.8,1,1,9
1900987001,6,6.0,10,2,9
1900987001,6,17.9,10,2,6
1900987001,6,13.7,50,7,9
1900987001,6,5.3,50,7,9
1900987001,6,3.0,10,2,9
1900987001,6,1.7,10,2,8
1900987001,6,0.8,1,1,9
1901026601,5,5.0,51,8,9
1901026601,5,5.0,1,1,9
1901026601,5,55.0,11,3,4
1901026601,5,45.0,1,1,6
1901224301,2,764.0,11,3,6
1901224301,2,33.0,1,1,6
1901231201,5,2.5,50,7,9
1901231201,5,5.8,60,10,6
1901231201,5,3.5,50,7,6
1901231201,5,6.3,33,6,9
1901231201,5,30.8,51,8,9
1901231201,5,15.0,50,7,6
1901231201,5,41.2,33,6,9
1901231201,5,6.9,60,10,6
1901231201,5,5.1,60,10,6
1901231201,5,4.7,1,1,9
1901231201,6,5.7,51,8,2
1901231201,6,3.9,1,1,2
1901231201,7,5.7,51,8,2
1901231201,7,7.1,1,1,2
1901231201,7,2.1,60,10,9
1901231201,7,5.1,60,10,6
1901231201,7,10.0,60,10,6
1901231201,7,22.1,50,7,2
1901231201,7,50.8,63,8,9
1901231201,7,18.2,1,1,6
1901231201,7,23.5,1,1,2
1901231201,2,4.6,33,6,9
1901231201,2,1.0,1,1,9
1901231201,2,2.4,60,10,9
1901231201,2,40.6,50,7,6
1901231201,2,55.1,1,1,6
1901231201,2,0.5,1,1,9
1901231201,4,6.2,11,3,2
1901231201,4,62.2,12,3,2
1901231201,4,44.8,50,7,7
1901242801,2,3.7,33,6,7
1901242801,2,0.2,33,6,7
1901242801,2,6.9,33,6,7
1901242801,2,17.2,33,6,7
1901242801,2,8.9,33,6,7
1901242801,2,6.0,33,6,7
1901242801,2,5.7,1,1,7
1901242801,2,10.7,1,1,7
1901242801,2,5.7,1,1,7
1901242801,2,20.6,50,7,7
1901242801,2,11.2,50,7,7
1901242801,2,6.5,1,1,7
1901242801,3,17.0,10,2,7
1901242801,3,3.0,1,1,7
1901242801,4,10.5,10,2,7
1901242801,4,3.0,1,1,7
1901242801,5,9.2,10,2,7
1901242801,5,9.5,1,1,7
1901242801,6,3.0,10,2,7
1901242801,6,7.3,1,1,7
1901242801,7,6.2,33,6,7
1901242801,7,9.9,1,1,7
1901242801,7,5.5,33,6,7
1901242801,7,10.1,1,1,7
1901242801,7,15.8,10,2,7
1901242801,7,9.2,1,1,7
1901242801,1,4.0,33,6,7
1901242801,1,67.4,33,6,7
1901242801,1,3.1,1,1,7
