"UserID","SPSS_Regio5","RESP_GEM_GROOTTE","BAS_huishoudgrootte","GenderID","Age","BAS_werkzaamheid_resp","BAS_bruto_jaarinkomen","afg_kinderen_huishouden","AFG_sk2015","BAS_voltooide_opleiding8_resp","SPSS_Lifestage"
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,4,5,4,2,48,2,5,0,3,4,7
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,4,4,4,1,45,2,5,2,3,3,6
32,4,6,2,1,77,1,5,0,1,8,4
33,2,6,5,1,47,2,7,3,1,7,6
34,4,5,4,1,36,2,5,2,1,NA,8
7285,2,6,2,2,76,7,2,0,2,2,4
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,5,4,2,1,59,3,7,0,1,7,4
37,5,4,2,2,66,9,2,0,4,2,4
7286,5,4,2,2,66,9,2,0,4,2,4
7287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,5,6,3,1,32,2,8,0,3,4,7
39,2,6,2,2,74,2,8,0,4,5,4
7288,2,6,2,2,74,2,8,0,4,5,4
40,5,6,2,2,49,9,8,0,5,4,4
7289,5,6,2,2,49,9,8,0,5,4,4
41,5,4,5,1,48,2,6,2,2,4,6
42,2,4,4,1,36,2,5,2,2,5,5
43,1,5,6,1,37,2,5,4,2,4,8
44,5,6,3,2,43,9,8,0,2,4,7
7290,4,6,4,2,59,1,7,0,1,5,7
45,4,6,4,2,59,1,7,0,1,5,7
46,2,4,2,1,78,7,5,0,2,6,4
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,5,4,2,1,56,2,4,0,2,7,9
49,2,4,5,2,42,2,6,3,2,5,6
50,5,6,1,1,78,7,8,0,5,2,2
7291,5,6,1,1,78,7,8,0,5,2,2
8831,2,5,5,1,45,2,7,3,1,7,8
7292,2,5,5,1,45,2,7,3,1,7,8
51,2,5,5,1,45,2,7,3,1,7,8
7293,5,6,4,2,53,9,8,0,3,5,7
52,5,6,4,2,53,9,8,0,3,5,7
53,2,6,1,1,29,2,3,0,1,8,1
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2,5,1,1,50,2,8,0,5,1,2
56,2,3,1,2,37,2,8,0,2,6,1
57,2,4,2,2,31,2,2,0,3,4,3
58,3,5,2,1,39,4,2,0,4,3,3
59,4,4,2,1,59,3,8,0,3,3,4
60,4,4,3,1,34,2,4,1,3,4,5
61,5,4,3,1,45,4,8,1,3,7,8
7294,2,4,4,2,46,2,7,2,1,8,5
62,2,4,4,2,46,2,7,2,1,8,5
63,4,4,2,2,26,2,6,0,1,6,3
64,5,4,3,1,55,3,5,1,2,5,7
65,5,5,1,1,33,2,4,0,2,7,1
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2,4,2,1,33,2,6,0,1,6,3
7295,1,8,1,2,73,7,2,0,4,4,2
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,4,4,4,2,40,9,3,2,2,4,5
70,5,4,2,1,28,2,6,0,1,8,3
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832,4,4,4,2,35,9,3,2,2,7,5
7296,4,4,4,2,35,9,3,2,2,7,5
72,4,4,4,2,35,9,3,2,2,7,5
7297,1,7,2,2,64,2,5,0,1,7,4
73,2,5,3,2,41,2,3,2,3,4,8
7298,5,4,4,2,44,3,8,2,3,4,6
74,5,4,4,2,44,3,8,2,3,4,6
75,2,5,1,1,58,2,4,0,2,7,2
76,5,4,1,2,74,7,2,0,5,2,2
77,5,4,2,2,58,9,4,0,4,2,4
7299,5,4,2,2,58,9,4,0,4,2,4
78,5,4,5,1,33,2,4,3,2,7,6
79,3,6,1,1,28,1,1,0,1,6,1
80,2,4,4,1,55,2,5,1,1,4,6
81,5,4,3,1,31,2,8,0,3,4,7
7300,2,4,4,2,39,9,5,2,1,2,6
82,2,5,4,1,38,2,5,2,2,7,8
83,2,6,1,1,51,3,4,0,3,4,2
84,5,4,1,1,54,2,3,0,2,4,2
85,2,4,3,2,57,9,4,0,4,2,7
7301,2,4,3,2,57,9,4,0,4,2,7
9149,2,4,3,2,57,9,4,0,4,2,7
86,2,6,5,1,41,2,7,3,1,8,5
7302,1,7,4,2,38,5,6,2,1,8,5
87,1,7,4,2,38,5,6,2,1,8,5
88,5,4,2,1,26,2,5,0,1,8,3
7303,2,6,1,2,74,7,4,0,5,3,2
89,2,5,6,1,36,2,2,4,3,NA,5
90,5,4,3,2,53,2,3,0,4,2,9
91,2,6,2,2,35,2,2,1,2,4,8
7304,2,6,2,2,35,2,2,1,2,4,8
92,3,3,2,2,27,2,8,0,2,7,3
93,1,9,1,2,49,5,4,0,3,7,2
94,4,4,1,2,39,3,4,0,1,8,1
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2,4,2,2,37,2,5,0,3,4,3
97,4,6,2,2,79,7,2,0,4,2,4
98,4,4,5,1,37,2,5,3,1,8,5
99,3,5,3,2,30,2,8,1,2,4,5
100,2,6,2,2,47,2,1,1,1,8,8
101,4,4,2,2,68,7,4,0,4,4,4
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,5,6,3,1,36,2,5,1,3,4,5
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,5,4,4,1,38,2,5,2,1,5,5
106,2,4,1,2,73,7,2,0,5,3,2
107,3,4,4,1,40,2,5,2,2,NA,6
108,3,3,3,1,24,8,1,0,1,4,7
109,2,4,1,2,50,2,2,0,2,5,2
9658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,2,6,6,1,39,3,5,4,2,4,5
7305,4,5,2,1,53,4,5,0,2,3,4
111,5,2,2,1,28,2,8,0,2,6,3
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,5,4,2,1,38,4,3,0,5,2,3
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7307,5,4,2,2,37,2,7,0,2,7,3
115,5,4,2,2,37,2,7,0,2,7,3
116,3,6,1,1,22,8,1,0,3,6,1
117,4,4,2,1,37,2,5,0,2,6,3
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,4,4,3,2,32,2,5,1,1,7,5
7308,4,4,3,2,32,2,5,1,1,7,5
120,1,4,4,1,39,2,6,2,2,1,6
121,5,4,3,1,32,2,2,1,2,7,8
122,3,5,1,2,31,4,2,0,4,4,1
123,4,5,2,1,27,2,5,0,1,8,3
124,5,4,1,1,57,2,4,0,2,4,2
7309,1,6,2,2,67,2,4,0,5,3,4
125,1,6,2,2,67,2,4,0,5,3,4
7310,1,6,4,2,41,3,6,2,1,7,6
126,2,2,1,1,29,2,4,0,2,NA,1
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7311,5,4,4,2,47,2,5,2,3,4,6
128,2,6,2,1,34,2,4,0,1,NA,3
129,2,6,4,1,44,2,4,2,2,4,6
8833,2,6,4,1,44,2,4,2,2,4,6
7312,2,6,4,1,44,2,4,2,2,4,6
130,5,4,3,1,36,2,4,1,4,2,5
131,4,4,4,1,32,3,5,2,2,4,5
132,4,6,4,1,24,5,8,0,2,6,7
133,5,4,1,2,20,2,1,0,2,4,1
134,2,4,1,1,36,1,5,0,1,7,1
135,5,5,4,2,48,2,8,0,1,4,7
136,1,8,3,1,40,2,2,1,3,6,5
137,4,6,3,2,32,2,6,1,3,8,5
138,2,6,2,2,58,2,8,0,4,3,4
139,2,5,4,2,49,2,5,2,2,3,6
140,4,6,4,1,44,3,8,2,1,8,8
141,5,4,4,2,44,2,5,2,3,4,6
142,3,5,1,1,57,2,8,0,2,7,2
143,2,4,5,1,47,2,5,3,1,4,6
144,4,6,1,2,30,2,2,0,1,8,1
8834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1,8,5,2,52,2,3,0,2,NA,9
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,2,4,4,1,43,2,7,2,2,7,6
148,4,5,4,2,45,2,4,2,3,6,8
149,5,5,2,1,56,2,6,0,3,3,4
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7313,3,3,2,2,60,9,8,0,1,6,4
151,1,8,4,2,46,2,5,2,2,7,8
152,4,4,2,1,69,7,3,0,5,2,4
153,1,9,2,2,72,7,4,0,2,3,4
154,4,4,5,1,38,2,6,3,3,6,6
155,3,5,1,2,45,2,2,0,2,7,2
9150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,5,4,2,1,59,2,5,0,1,8,4
158,4,4,1,1,82,7,2,0,2,6,2
159,4,4,2,1,67,7,2,0,2,6,4
160,3,6,2,2,53,4,4,0,3,3,4
7314,3,6,2,2,53,4,4,0,3,3,4
161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,2,4,2,1,42,2,4,0,3,4,3
164,5,6,1,1,59,2,5,0,2,6,2
165,3,6,3,1,58,2,7,0,2,5,7
7315,2,5,2,2,62,4,8,0,5,4,4
166,2,5,2,2,62,4,8,0,5,4,4
167,4,6,1,2,29,1,1,0,1,7,1
168,2,3,3,2,55,2,5,0,2,4,7
169,1,8,1,2,53,2,4,0,3,3,2
170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,4,5,3,2,58,2,7,0,1,5,7
172,4,4,3,1,39,1,5,1,3,6,5
173,2,4,4,2,47,9,4,2,2,4,6
174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,2,4,3,2,31,2,5,1,1,6,5
176,5,6,2,1,44,2,8,0,5,1,3
177,5,4,4,2,41,2,8,2,1,3,6
178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7318,4,4,2,2,66,7,2,0,4,1,4
180,4,4,2,2,66,7,2,0,4,1,4
181,3,5,2,2,70,7,5,0,1,7,4
7319,3,3,3,2,33,3,8,1,3,4,5
182,2,4,3,1,46,3,5,1,4,2,6
183,4,6,1,2,38,2,2,0,3,4,1
184,3,4,1,2,27,3,2,0,2,7,1
185,2,6,2,2,74,7,3,0,4,4,4
7320,2,6,2,2,74,7,3,0,4,4,4
186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,5,1,2,30,2,8,0,2,7,1
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2,5,3,1,36,2,3,1,2,4,5
7321,2,5,3,1,36,2,3,1,2,4,5
190,2,6,3,2,50,1,8,0,5,4,7
8835,2,6,3,2,50,1,8,0,5,4,7
7322,2,6,3,2,50,1,8,0,5,4,7
191,4,6,8,2,44,2,6,2,2,4,6
9659,3,6,3,2,54,2,4,0,4,4,7
7323,5,4,2,2,70,7,8,0,2,4,4
192,4,4,3,2,28,3,3,1,3,6,5
193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2,4,3,2,43,9,8,1,3,5,6
195,5,4,1,1,67,1,5,0,1,3,2
196,5,6,1,1,69,7,7,0,1,8,2
197,4,6,1,2,64,4,2,0,4,4,2
8836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2,4,5,2,38,1,3,3,2,4,6
200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2,4,1,2,71,7,2,0,5,2,2
202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,5,2,2,1,72,7,5,0,2,6,4
204,4,6,2,2,57,2,8,0,4,4,4
205,5,4,2,1,74,7,5,0,2,6,4
206,5,6,4,2,22,8,8,0,2,6,8
207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,5,4,4,1,45,2,6,2,2,5,6
9575,2,5,2,2,69,7,2,0,2,6,4
7327,4,4,4,1,39,5,8,2,3,7,5
209,4,4,4,1,39,5,8,2,3,7,5
210,2,6,3,1,40,2,6,1,1,8,5
7328,5,5,2,1,76,7,4,0,2,5,4
211,5,5,2,1,76,7,4,0,2,5,4
212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837,5,4,4,2,41,2,4,2,2,4,6
213,5,4,4,2,41,2,4,2,2,4,6
7329,5,4,4,2,41,2,4,2,2,4,6
9153,5,4,4,2,41,2,4,2,2,4,6
7330,2,4,2,2,27,2,3,0,3,4,3
214,2,4,2,2,27,2,3,0,3,4,3
215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1,7,1,1,71,7,4,0,5,3,2
7331,2,6,1,2,84,9,2,0,5,1,2
221,5,4,3,1,58,2,6,0,2,6,7
222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1,9,1,1,74,7,2,0,2,7,2
224,1,8,2,2,35,2,5,0,4,7,3
225,2,5,2,2,21,2,1,0,4,NA,9
226,4,4,1,2,71,7,3,0,3,5,2
227,5,6,2,1,57,2,6,0,1,8,4
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,4,5,1,1,31,2,4,0,2,6,1
230,5,4,5,1,45,2,8,3,3,4,6
231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,2,6,1,2,80,7,2,0,4,4,2
233,3,4,2,2,27,2,5,0,2,5,3
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,2,4,4,2,50,2,8,2,2,4,6
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,4,6,1,2,46,2,3,0,2,4,2
240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,4,5,1,2,35,2,4,0,2,7,1
242,5,4,1,1,32,2,5,0,2,4,1
7336,4,6,2,2,56,2,8,0,2,8,4
243,4,6,2,2,56,2,8,0,2,8,4
244,5,5,2,2,60,3,8,0,5,2,4
245,5,6,3,1,27,2,7,0,1,8,7
7337,5,4,4,2,33,2,4,2,3,4,5
7338,2,4,2,2,41,4,4,0,3,3,3
246,2,4,2,2,41,4,4,0,3,3,3
247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7340,5,5,2,2,77,7,8,0,5,2,4
7341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9660,3,6,1,2,67,7,8,0,5,2,2
248,5,5,2,1,68,7,4,0,2,7,4
249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,2,2,4,1,48,2,6,2,3,4,8
251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1,7,3,1,65,7,7,0,2,6,9
253,5,5,2,1,63,4,5,0,1,2,4
254,1,9,2,1,71,7,7,0,2,6,4
255,1,9,1,2,58,5,1,0,3,5,2
256,1,8,2,1,77,7,8,0,5,2,4
257,4,6,1,1,55,2,4,0,2,4,2
258,5,4,4,1,31,2,4,2,3,4,5
259,3,3,3,2,41,2,1,2,2,5,8
7343,1,9,2,2,80,9,8,0,5,3,3
260,2,6,5,1,46,2,7,3,1,7,6
261,2,5,4,2,42,2,5,2,1,6,6
7344,2,5,4,2,42,2,5,2,1,6,6
7345,2,5,2,2,71,7,2,0,5,3,4
262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,5,6,4,1,37,1,8,2,3,4,8
264,4,4,3,2,36,2,2,1,1,4,5
7346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,4,4,3,2,33,2,4,1,3,4,5
266,4,4,3,2,35,2,5,1,3,6,5
7347,4,4,3,2,45,9,2,0,4,2,7
267,4,4,3,2,45,9,2,0,4,2,7
268,2,5,3,2,46,1,8,1,1,3,8
269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,3,5,4,1,50,2,6,1,2,4,7
7349,5,5,2,2,71,7,2,0,4,2,4
271,5,5,2,2,71,7,2,0,4,2,4
272,1,6,2,2,75,7,4,0,2,3,4
7350,1,6,2,2,75,7,4,0,2,3,4
273,3,5,1,1,71,7,2,0,4,4,2
274,5,5,2,1,76,7,5,0,2,7,4
275,2,5,2,1,73,7,5,0,1,8,4
7351,3,6,2,1,72,7,2,0,5,3,4
276,3,6,2,1,72,7,2,0,5,3,4
277,2,4,3,1,63,7,5,0,5,3,7
278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,4,4,3,1,82,7,4,0,5,2,7
280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1,8,1,2,73,7,2,0,2,6,2
282,3,4,4,1,46,2,6,2,2,6,8
283,4,6,4,2,33,1,8,2,3,7,5
284,2,4,4,1,47,1,5,1,1,3,6
285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,2,5,4,1,44,2,7,2,1,8,5
287,4,4,3,2,67,7,4,0,4,4,7
7352,4,4,3,2,67,7,4,0,4,4,7
288,3,6,2,1,35,3,4,0,4,4,3
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,4,6,4,2,31,1,8,2,1,8,5
7357,4,3,3,2,59,5,2,0,4,8,7
292,4,3,2,2,24,2,2,0,3,NA,3
293,4,4,2,2,29,2,8,1,4,2,8
294,5,5,2,2,78,7,8,0,5,3,4
295,4,6,1,1,47,2,5,0,2,6,2
296,2,5,4,2,49,2,4,0,1,2,7
9397,2,4,5,2,62,9,3,0,2,4,7
7358,2,4,5,2,62,9,3,0,2,4,7
297,2,4,5,2,62,9,3,0,2,4,7
9154,2,4,5,2,62,9,3,0,2,4,7
298,5,5,2,1,70,7,5,0,1,5,4
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,4,6,4,1,50,2,6,0,3,4,7
7359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9156,3,4,4,2,46,2,2,2,3,4,8
7360,3,4,4,2,46,2,2,2,3,4,8
9398,3,4,4,2,46,2,2,2,3,4,8
301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,2,6,1,2,32,2,4,0,2,7,1
303,5,5,2,2,52,2,8,0,1,6,4
304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,4,4,1,2,42,4,1,0,3,7,1
306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,3,3,1,2,30,2,2,0,2,4,1
309,2,5,2,2,45,9,2,0,3,7,9
310,2,4,4,2,47,4,4,1,3,4,6
311,5,3,2,2,74,7,8,0,1,4,4
7362,5,3,2,2,74,7,8,0,1,4,4
312,5,6,3,1,53,2,6,1,1,8,8
313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,4,5,4,2,39,4,2,2,2,4,6
7364,5,6,2,1,77,7,3,0,4,4,4
316,5,6,2,1,77,7,3,0,4,4,4
7365,5,4,3,2,42,4,3,1,2,2,6
8838,5,4,3,2,42,4,3,1,2,2,6
317,2,5,1,2,54,2,2,0,3,4,2
318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,4,4,2,1,52,1,8,0,1,6,4
7367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,1,8,2,1,62,7,7,0,3,5,4
322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,2,5,2,1,71,7,3,0,4,4,4
324,2,5,2,2,73,9,3,0,4,2,4
325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,2,6,3,2,31,2,4,1,2,7,5
327,2,3,3,2,39,2,8,1,5,2,6
7369,2,3,3,2,39,2,8,1,5,2,6
328,4,4,4,1,40,2,5,2,2,4,6
7370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,3,4,1,2,38,6,1,0,4,4,1
332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,2,4,3,1,36,2,4,1,2,4,5
334,5,4,3,2,38,2,5,1,3,2,6
7372,5,4,3,2,38,2,5,1,3,2,6
335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7375,3,6,4,2,45,2,2,0,2,5,7
9559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,5,4,4,2,35,2,5,2,1,4,6
338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7377,4,5,2,2,38,3,4,0,1,8,3
7378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,2,4,1,2,75,7,8,0,4,4,2
340,2,4,2,1,68,7,5,0,2,6,4
341,5,4,4,2,38,2,6,2,4,4,8
342,2,6,2,2,33,2,6,0,1,7,3
7379,3,6,4,2,37,2,8,2,3,7,5
343,5,4,3,1,58,3,5,1,2,6,6
344,4,5,2,2,69,7,3,0,5,6,4
345,5,5,4,1,41,2,5,2,2,4,5
346,2,5,1,1,60,1,5,0,1,5,2
347,4,4,5,2,36,2,5,3,2,4,5
348,2,4,3,2,45,3,6,1,3,5,7
7380,2,4,3,2,45,3,6,1,3,5,7
349,3,4,4,2,43,2,3,2,5,4,6
7381,3,4,4,2,43,2,3,2,5,4,6
8840,3,4,4,2,43,2,3,2,5,4,6
350,4,6,1,1,66,3,6,0,3,3,2
351,4,4,2,1,32,3,4,0,4,4,3
7382,4,4,2,1,32,3,4,0,4,4,3
7383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7384,4,3,4,2,42,9,3,2,3,3,5
353,4,3,4,2,42,9,3,2,3,3,5
354,4,4,2,1,80,7,3,0,5,2,4
355,5,5,3,1,58,4,3,0,4,2,7
356,5,4,2,2,65,9,3,0,4,3,4
9160,5,4,2,2,65,9,3,0,4,3,4
7385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7386,4,5,4,2,41,2,8,2,2,4,6
357,4,5,4,2,41,2,8,2,2,4,6
358,2,5,2,2,71,7,2,0,3,5,4
9161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
